#OTU ID	description	SRR23216666	SRR23216663	SRR23216665	SRR23216664	SRR23216662	SRR23216667	ERR1474249	ERR1474250	ERR1474244	ERR1474248	ERR1474235	ERR1474237	ERR1474238	ERR1474246	ERR1474251	ERR1474247	ERR1474236	ERR1474240	ERR1474239
PANTO-PWY	phosphopantothenate biosynthesis I	21790.44734880973	9624.604499865272	10839.216657932098	17078.120103193018	14172.20152212395	17117.965623264176	2670.789933939453	4082.490337458021	8025.467332467174	16847.303354953474	16192.273226926292	4722.542204321479	6934.7078435545245	8959.151627288269	8952.670975967509	24887.279846577472	19565.98326727973	4980.913133898416	3795.1605290470175
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	21471.69530291915	9798.035253795728	11717.730260557935	17334.221351389966	14703.363614026344	17721.25569654395	2678.7908784855613	4075.5821221284336	7718.113510948937	18002.747886401765	16593.248184357497	4921.517192036318	8070.011002521179	9504.860988677954	9558.042567845014	20343.05464188726	19035.10838588764	6139.526625101411	4133.118821154735
PENTOSE-P-PWY	pentose phosphate pathway	18250.247947812502	7761.348458523729	11575.781799813514	14278.201431824578	14756.969865808656	19748.114131820537	2957.208047961021	4483.543006069722	7636.971153129737	14739.976941427847	15387.267165934563	4913.971588057804	4704.20941772304	9307.198718119034	9826.975111190664	26046.47364665635	19367.23368312239	3955.235118596741	3988.083881770504
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	22085.977404999463	11438.249331324463	13112.467399100877	20264.76955549978	16655.432684990425	20492.74626829547	3176.6575040527123	4450.126140446336	9053.03816993356	21282.03165714252	18969.982207802765	5830.170146609191	12155.56617321293	10551.026368830571	11774.657538557807	26998.187004603624	20926.19850195936	12395.050076255851	5285.507230712063
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	25874.15017517523	10194.563235937012	16439.12870982743	21153.533867728947	17825.760830792	23571.72079101952	3313.470487191287	5463.8727386898745	10442.993108258624	21114.81577978633	19088.773545085525	6482.486692273974	14115.753942931016	12015.534462436188	12977.934228367703	33690.68544705161	23085.2012704252	13529.470418399393	5806.474074335708
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	3614.609798500093	1035.8221089811077	3217.0595422122783	512.3062275198662	2236.4802535467256	2181.04322425493	880.3300943564327	1744.3415559747225	1780.2284943743614	2896.679185987059	2119.6014045325464	1132.070200311054	4204.366184776384	1990.3492501034011	2628.057783502153	6131.721925927981	5214.430548282756	4811.003490594391	1301.4912072025124
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	3999.304887676645	1187.8067643372626	3841.291237890584	1532.4134506805217	2345.102719940311	2167.364733238814	857.0092495207222	1815.969216243532	1781.022552644869	4902.320843482291	3283.6574950456584	1167.9009786450597	5406.968701347303	2002.911916529721	3593.948615794668	5925.730000796918	5393.319347709514	6350.156538180934	1297.6774742567482
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	21047.48567755256	10288.857903856531	10855.78097201657	18041.316356046296	14641.81215996427	16280.8687255299	2457.361383133844	3901.628249171488	7069.320335324149	17796.88279956802	16684.73459159946	5034.155421934921	7668.145583773029	10988.699174829744	9235.90707753142	25270.393684563096	18973.17877839874	5556.560998461067	3901.764855961502
PPGPPMET-PWY	ppGpp biosynthesis	8355.445569683498	1176.947193145954	7423.946728442377	229.3080365729839	6857.15926555803	7559.164671583044	599.1132517725024	1883.2471404694015	1166.5647682063902	7570.091461608884	2390.6406993495734	3431.2318283953978	6271.920413486262	4346.610085526306	4427.144557834772	2153.557925351481	7087.750674224651	10762.233600088372	2544.1029889577594
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	6039.432057284404	1371.5156719095796	1947.8993663084304	6623.086001903676	2160.944033573812	3478.61581209668	330.8778494254122	1837.2279392572657	3506.7817379865587	91.44797494501977	225.81775716988375	3316.63357708302	171.94857368240483	10169.153674251924	2169.545032939982	11128.451615829474	9536.18497926027	211.90832842780088	3100.104390744229
PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	12941.440231827297	7607.415003800024	10710.799904025418	12027.628369941318	11217.08223952741	15788.036509534972	2197.842868663752	3981.88887016073	7025.744556227588	15933.125077836774	12834.370753123358	5417.88535702985	7290.922917022901	6389.874770720463	10220.46152497186	10168.211595251005	15577.214536552408	7090.773859730478	4557.454700343344
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	18539.808063021545	7120.898938684323	8647.544042109877	13479.686445769628	13025.9489598805	11112.568447915886	1878.3891857090296	2690.5680562362354	1827.7974182310047	10982.460763058883	16647.737769556858	3635.9199966407778	4728.915460728756	4371.796750314651	6792.231210946801	10381.830758017226	12723.62686467738	8465.441492710257	2609.1579912217685
PWY-1361	benzoyl-CoA degradation I (aerobic)	2089.147527371345	69.22008363717717	370.8442121705184	44.3381373621971	205.5518396771541	473.1404340346415	0.0	544.4421378498503	27.5931595686859	1.0368095639239965	61.58166924824037	100.65258756769856	0.0	87.34872230107601	874.6674519180807	506.71256344674106	1501.925221906117	2.487482972202858	66.76059968707754
PWY-1422	vitamin E biosynthesis (tocopherols)	0.0	0.0	1.4939415522518065	0.0	2.003843552842143	0.0	0.0	101.6813916072575	7.876509193760477	4.780229177210805	0.1491033302450501	4.808599066877236e-05	1.468294892164077	6.206821781816296	1.1372821492945129	0.1232656108832771	17.580087152835258	0.3065074306879724	0.1043102216899086
PWY-1501	mandelate degradation I	32.147606223071755	38.34071169195906	7.194142303701536	27.60224433556966	241.192322163292	7.9017912609514145	6.8586153032075385	77.12229607487167	22.26879580877416	2.7345969783549604	3.322306092490301	7.8714244720743185	0.2237321934797065	103.09652189039612	3.850078134148166	134.20108666484143	499.4240402360227	1.5547497165942288	46.93994874241056
PWY-1541	superpathway of taurine degradation	782.5646945979477	155.73386417686638	226.21735300292164	80.03888477858321	203.15903860536557	114.62919890037284	31.035358617377888	382.6530195984402	1044.905289121628	15.136750104491789	546.7287020483744	115.8936990251862	40.43111054593635	363.77037226260586	659.8648939314289	3844.998471332486	369.5857821301783	14.44634617922296	134.87429981581155
PWY-1622	formaldehyde assimilation I (serine pathway)	2558.7142321692554	1426.1488196936848	1094.281638247202	1914.2628442133584	1765.933248533359	1387.9140727559568	83.38894481879105	1095.2882650241686	1133.858442771835	33.3413092365781	8.216473617268193	34.36155407011786	24.41527968984745	4074.920632378478	466.2865190439332	9333.687374031968	1524.4913720106647	25.99509302681922	173.7602449792788
PWY-181	photorespiration	6541.707597943795	3024.5862500661274	3606.812453462671	4587.854305773334	4913.875397306786	4072.924071121471	395.7968767758494	2852.520490635748	4708.614275037744	56.6260974564416	14.386709185670163	1033.0809077330498	232.4288774245363	8087.226185312418	2408.51813535766	8217.472658891964	10896.059749202352	143.80003646224904	1606.4651227289196
PWY-1861	formaldehyde assimilation II (RuMP Cycle)	3102.769060889914	1265.6587581602453	4160.956858783861	5681.052450847407	4422.738346308076	9427.45604982154	946.6379479856791	1786.6490885348526	4976.055394268974	10041.06682725986	4029.00252064248	2309.5767256660897	1586.7188227311349	4459.875222449822	4856.83616234748	6689.2123907270125	4944.552811159168	1213.4602172307184	2138.246673769125
PWY-1882	superpathway of C1 compounds oxidation to CO2	4.357336460249365	77.04541296824041	26.94968314090771	171.60660015801537	308.6598262609883	1.865142384211797	7.452825914019632	522.1742841737683	18.8425861168702	0.0	0.0	12.864177756272968	0.0	151.06366309762066	30.93629585207122	2462.0158522769348	390.544100316478	0.0	51.02991647062924
PWY-2201	folate transformations I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5677026641268235e-05	1.038264253416717	0.0	0.0	0.0104955587452261	0.0032313346236684	5.833645274014779	0.0	11.442733481049771	20.852944505624475	0.0	2.0377551924087896e-05
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	1.7789360641488985	0.0	0.0218842536392221	13.523448064453378	25.180741812704763	13.562473191693991	0.0009276864355294	0.0027324576859045	4.979135097748857	211.9826581554668	330.5906907126519	0.0038833652978285	0.2298890710350734	2961.9396649046043	40.030203259349335	65.95413906189825	329.3962708978187	8.10773233913999	0.0037266921436767
PWY-2941	L-lysine biosynthesis II	1773.6910695727838	878.9145039304718	3149.149738506448	4344.987939873738	3398.0803125383923	7186.546966379929	634.8647393757781	1296.2819445666062	3317.8257206288263	6421.87615608319	3611.851735063333	3035.6260460188487	6070.263077713222	1751.6286180020272	5439.007946462501	423.0225571770163	3841.102070484303	8961.089878699113	2122.1351599777195
PWY-2942	L-lysine biosynthesis III	25703.748569888063	11571.450410096328	15180.740022729517	19127.62920044853	18300.535478747417	21829.813579556547	3777.679852562335	5319.783627245631	8468.805479253508	22303.776211295262	22029.81674352237	6859.620758181631	13133.163004741187	13546.925525644265	11639.841813876365	34022.78773104276	25121.36094287208	13671.42841857787	6002.293270377487
PWY-3001	superpathway of L-isoleucine biosynthesis I	25827.193809044707	11073.327655072104	14038.064885974896	18657.675239502856	17533.181190110732	20648.903993371943	3736.5542498760874	5271.84854197878	9451.069897589592	20711.41495437059	21926.41647346429	6734.335320377762	11152.742336635292	13766.897361432657	10722.396325002144	33227.573122373826	24928.256371617783	11574.349774979502	5574.294549775789
PWY-3081	L-lysine biosynthesis V	23.87925280639381	5.445834876130703e-07	0.0	4.300508746513692	0.0	6.178901414207841	0.0	4.816148272701176	0.0602884313758608	0.0	0.0	12.25063237991984	1.0847112107823194	4.922512271246965	0.0	5.192810594765486	91.0895658268235	0.0	3.3861688446526657
PWY-3661	glycine betaine degradation I	1993.416053450695	289.5526733282552	823.515955893209	130.1727206758593	567.5453677844152	346.66241433789315	25.517937931972163	600.9321172958485	2361.866868737284	3.5693799184468724	3.6445581039470007	140.6063405357433	16.0816009635412	4491.40573351174	1024.6348092275205	5161.004839965508	2198.481771736807	7.978061911613345	498.8897563119389
PWY-3781	aerobic respiration I (cytochrome c)	66934.22386911589	25576.151429400245	25699.722061064025	42209.21353025353	40545.155358404656	43334.754221951895	1545.969359347165	11097.933352523709	22903.62236784036	3982.2848640050297	7652.161157817439	11497.313098652385	4226.019144289764	30845.437825595167	16262.42146620984	80290.29776521733	60070.40611997667	5015.006744145932	9324.79046794183
PWY-3801	sucrose degradation II (sucrose synthase)	0.0	2.359394158346551	12.751379319813603	10.014495156691728	13.73160835060347	0.0	0.0048564079853302	1210.310574554597	86.24524396851777	22.41736786875897	0.6889350754767872	6.275107145616639	26.62998573765885	170.97961994409724	19.01943507103064	81.06440086308281	452.79063963294607	116.32125023487411	2.4907722024152474
PWY-3941	&beta;-alanine biosynthesis II	14.967250879153262	27.778877225646507	26.517031592996272	43.89013340444103	68.81696090352646	23.344098497368048	1.3282777492372058	5.323651989645895	4.3076342244627135	0.0458112355104382	0.0351746564156328	17.986924242780578	0.0009683961467021	40.43218314606886	0.0025719228766291	1.5221859497803891	24.33008496440944	0.0001940201646405	7.325634292852863
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	44.63080299029589	0.7586483920847936	17.783821576514377	2.146180288277268	1.772621133136817	54.05468177577631	111.39133772005457	279.3690749282503	132.9012503947197	236.8349906165348	30.49178631151856	46.00282074465402	4.968493149477637	297.0260200610779	747.3096794192048	67.2360533348928	446.7721954697108	1.7597027688854228	142.7899275395555
PWY-4722	creatinine degradation II	154.69387458811178	248.7517916977993	84.98050788227947	125.73157518488829	321.50354394569257	315.67824957997715	32.27775779541018	446.5301031383664	849.2295328683848	499.3536078648312	201.5257168005492	48.77032691496429	753.1380529598345	3670.3959247907455	501.79643469297184	4821.770544404232	1040.8348139043835	258.47319004938225	716.0753820288976
PWY-4984	urea cycle	9397.513186091905	3160.909625153272	6145.885183837435	7942.243742836802	4770.795850529542	5531.40575231848	1466.7074746187243	2532.2702862925544	7290.152007615186	6618.850162893647	8303.992769519808	2756.736711206314	5749.603701248451	5938.942932818944	5724.598448030555	12105.935087830549	10028.248398565129	2974.506163764024	1698.2063370278204
PWY-5005	biotin biosynthesis II	233.4042159259652	633.8624891003507	970.5521328420264	488.01150939775886	433.80912808754834	169.19996651700373	230.9560422366671	317.5470057828981	470.6901529956381	2391.589119334911	1190.9378425461275	275.4470108379595	4320.002165593518	290.62249501596733	973.8222763256032	90.03050561548665	806.8725398206303	1014.8345291151468	213.26830637650505
PWY-5022	4-aminobutanoate degradation V	3628.233764105541	2234.5003732017294	3004.791242878204	5716.074035754763	3158.42429937743	6542.220801048962	502.82784821457415	2048.501713861604	4679.93757304774	5221.667690169037	4831.0743794998425	1587.5564887784203	5425.999037535484	8197.266912416817	3157.938412534	11935.545886207155	9489.485470696802	4424.1627271984125	2065.456115531416
PWY-5028	L-histidine degradation II	6698.581231628556	1798.0482819618103	1963.47356445597	817.1232129020354	2373.6259098401897	1477.7520736029085	249.24080544763208	1772.3008737072594	203.9046909655164	76.23519046287743	2129.9826270969907	754.8962327516399	699.5917247367058	2931.938947770195	4345.907534803564	1760.8965852641522	5098.369554017666	700.6563079711282	428.3417419894626
PWY-5088	L-glutamate degradation VIII (to propanoate)	1256.6982507172554	4069.135751856949	3328.2632422008483	5556.19036057722	2090.4519397700187	3134.7559036801003	99.98421042206168	318.02443989703744	883.9356281451518	6.247061063130382	3.092351584821342	48.02885204294446	113.35209843673157	170.8505501747454	0.3663812669250393	74.98091106445062	1347.7787066502128	4.692461777551103	367.5737667886944
PWY-5097	L-lysine biosynthesis VI	24212.14429747789	11134.643569572652	13894.261322750071	18458.286039596536	16717.491470585086	19650.43934811421	3711.890449093599	5086.199358606229	6706.908952866096	21795.19075181605	21437.28176241094	6549.58159724804	12597.87318909044	12233.348651531309	11260.061362940283	31441.211314909528	23921.023749737316	12564.590805217957	5699.3460750150825
PWY-5100	pyruvate fermentation to acetate and lactate II	9037.037542378375	10172.139387105177	11908.532489525443	15937.179631043666	12274.01034848978	14054.8550333093	3342.4604417209944	2273.965753321261	6203.978500256124	25520.41778097134	23709.774731541365	3915.9188015357313	15656.544240191926	4595.870849890699	13143.553700616792	10935.888067786536	10338.695389163251	15408.134181336329	4547.784076022286
PWY-5101	L-isoleucine biosynthesis II	33041.08575611573	13287.790925922847	16093.364763077609	24195.14556032585	20589.76013355572	24646.4865943292	4370.585822358003	7490.165313735005	12430.258006788925	24688.57372875155	24707.897609125444	8180.241209632422	13216.734162436283	18482.877427093463	13044.176717214958	44659.66221777688	31457.82784474337	12696.102893627349	6870.535741755042
PWY-5103	L-isoleucine biosynthesis III	26959.51326464851	10553.997588621203	13728.657544316438	18253.55489374924	17539.958589013884	21418.90588914337	3714.9991353261935	5571.17671943335	10023.40905694807	19181.30802807686	20224.517656954824	6349.289003585237	10678.863268324603	15132.27726504647	10299.952369752122	34910.35939662994	24712.86592458664	12802.817221954328	5729.99440772321
PWY-5104	L-isoleucine biosynthesis IV	12116.26344317368	11804.330110719377	14981.40769479512	20817.59982601752	14842.036078029216	17068.231455176923	3937.170338799721	3302.4151831550016	5235.001262459908	24640.051915456508	23849.42916982655	4404.396267175309	14590.636420203637	9001.00084798365	11290.148454949243	10218.977870865976	14981.633095520836	14612.257738485983	5700.132653244292
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	16639.365933768036	8199.049840069545	10744.740058897256	16497.681982903367	12575.310401211358	18269.138999770115	3202.7630774258696	3620.730688980663	8240.177466301979	19489.23254512296	18772.108222478804	4872.802751442869	11149.50432923915	9393.862070731644	9459.215387367583	18176.97006562164	17409.511795201393	11557.120506264544	4798.86501644878
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	18013.810680993935	6947.444576872744	8694.481537973474	10141.09407254889	12352.841048484675	13314.536435660864	2283.598299319686	3507.8064110345263	5727.705873542877	10445.945671062793	12801.282629020763	3879.567218720693	3160.474940701366	10605.81135709307	6428.234095251493	18761.87613088357	17108.692725307545	2882.2244799357027	2935.8157602185734
PWY-5177	glutaryl-CoA degradation	530.9979448310993	738.6819929073705	975.29538534629	806.5056273633944	613.4557759076886	593.4519853133714	799.4334482784569	27.14895716623217	219.14927958335304	3397.465860867077	2732.2309430723058	525.8119895714576	1640.9664233351923	204.37791030553512	1469.785884054782	42.63649583095064	307.22049014681943	2722.702228602632	741.7705940992804
PWY-5178	toluene degradation IV (aerobic) (via catechol)	3929.372383052263	637.7957101803814	981.5344420942242	1458.4979451906047	1192.1364494666934	1794.497633955761	127.55198839128632	816.846280708501	784.4634773112563	20.882823379042254	16.46346962588271	1220.688557619028	55.384306016255785	1734.430399371585	1417.362549218718	6340.409867522202	3333.254650091937	68.0227644782257	964.8817321193078
PWY-5179	toluene degradation V (aerobic) (via toluene-cis-diol)	43.97178849260466	5.48243735988822e-08	31.78889323863712	0.0	3.5522285616732816	2.97837375843361	0.0003203505369913	4.581096054592266	1.3811849636440807	0.0	0.0	5.913299999999985e-12	0.0	4.098486127127807	1.3705341327108078e-06	0.2024581974237	16.98998254742124	0.0	0.0011667910124554
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	7079.087149196828	2047.4735884023207	4060.59493308488	6826.695398530573	2622.471260330596	3959.208661516236	343.0361811261568	1713.7454901946971	2114.884211427179	1182.961864997264	2088.1808008941844	1719.2751706207082	744.4827351643034	2450.117345120524	4710.413652983539	8506.755907262403	7390.223535454441	794.7949293055675	1719.563639751971
PWY-5181	toluene degradation III (aerobic) (via p-cresol)	2839.88127061922	124.00664776447178	577.8327488168812	77.49300718933829	384.470420933779	815.2858325517794	184.8824576519217	952.2461931578716	948.9541849967982	27.465604652899643	19.596780215348502	1532.4757149558432	46.69064047579391	1578.8068020678966	1208.598570591847	6470.695908279233	2955.0254926691323	62.56325222043821	1114.4294721545075
PWY-5182	toluene degradation II (aerobic) (via 4-methylcatechol)	7079.087149196828	2047.4735884023207	4060.59493308488	6826.695398530573	2622.471260330596	3959.208661516236	343.0361811261568	1713.7454901946971	2114.884211427179	1182.961864997264	2088.1808008941844	1719.2751706207082	744.4827351643034	2450.117345120524	4710.413652983539	8506.755907262403	7390.223535454441	794.7949293055675	1719.563639751971
PWY-5183	superpathway of aerobic toluene degradation	3251.455843205868	225.7065947027999	717.5001855416149	161.80598372888804	598.0789629635372	1174.4286256785542	137.88955710780533	837.216202955057	839.5193128378052	19.84692497224472	17.032576663225985	1333.053080801445	28.50641150068284	1170.6366613855334	1239.923844771775	5611.141572129308	3242.7347111131576	45.82717592186856	1000.3651873318242
PWY-5184	toluene degradation VI (anaerobic)	7.240126270647551	0.0	0.0	0.0	0.0	10.962704520848591	0.0	0.0093440518418751	0.0	0.0	0.0	5.426684886621668e-06	0.0	0.054139027694604	0.0	0.0002589489409375	0.0108513544836215	0.0	0.003750356316193
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	21156.14927943044	7147.173722794907	10226.469581177744	15166.96139646647	14361.731122538033	16734.927869693274	1404.7175908996114	4149.243381538342	8727.671345524568	10372.122764852636	10326.830419485344	4457.606689001258	8573.724793333937	11625.362717073123	6917.863118857659	23217.61564955106	20454.27487142225	9481.731355110223	4076.168691566575
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	19111.88598600614	5470.062945260598	9323.189348427944	12403.915999016372	12305.860500100198	15501.94937810562	1278.36719442576	3970.32559712991	8305.141207817893	9300.576119373429	9617.606133943966	4256.667347808716	8455.434451096402	11160.3067496958	6606.285048938445	26469.71348724688	19729.619577255977	9292.33215897495	3882.7866217777514
PWY-5198	factor 420 biosynthesis	51.00640539048564	6.906817246621268e-05	1.8721332219003728	5.4774906998557e-08	2.0169886678436613	15.061644528419404	28.857740302340005	212.69955746743264	34.92984108286508	5.854496164088489	0.0695425731832918	130.14820719343572	6.879256660854535	1827.969320513717	2.846712047770223	81.78405653041234	117.6614038447182	0.2340101684624314	107.85812066270672
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	2001.68268130126	646.3020917999079	1068.2252139410311	1730.3804992807286	1931.2550574073823	5568.28493183941	199.23507419194723	295.8616986648172	3236.3801477002767	3979.5156334712574	1819.2257514406208	2764.167912444616	2905.839038223325	657.9594462080104	1364.908737869628	171.06215489877368	2160.300252630136	1786.549623711924	1103.662208662176
PWY-5266	p-cymene degradation	5484.990889292198	1488.0647496300971	2638.28104956344	5993.862393103559	2233.280541605104	2778.1622088239114	341.66644212290527	1325.110950737743	1058.0001500430444	1020.8571134177932	2088.1808008941844	1374.357107308716	638.1258626054312	1729.574559364968	4710.413652983539	7496.902879064525	6119.068671320022	794.7949293055675	1138.2202218809869
PWY-5273	p-cumate degradation	5484.990889292198	1488.0647496300971	2638.28104956344	5993.862393103559	2233.280541605104	2778.1622088239114	341.66644212290527	1325.110950737743	1058.0001500430444	1020.8571134177932	2088.1808008941844	1374.357107308716	638.1258626054313	1729.574559364968	4710.413652983539	7496.902879064525	6119.068671320022	794.7949293055675	1138.2202218809869
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	3835.947374457548	2163.2519156090784	1030.2373454083486	3230.839585377016	2758.795799347683	1888.8795084514743	1053.0710500673513	759.2656809203513	1529.7560091968085	4583.342388922258	18491.906626715336	706.2967896282253	1749.813600713068	3946.76154436153	1390.8168795645734	1945.1282560064783	4576.565622628948	1568.6765837360078	658.913343412933
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	21287.4420735695	7142.046910552533	8874.451203337234	13064.09175649923	13021.88876306122	14002.4009181034	1768.4375595905788	4400.304830893638	7696.176503539214	10133.89503873965	9910.91266149626	5008.683748232865	3562.310262771307	10065.56608705796	7684.304365035351	27654.933058598144	20615.9449529502	3778.8882335461153	3667.506085294309
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	14218.272467887897	6292.314434848858	10200.982404348695	9918.806405038637	12422.127650093287	15201.909519031213	2840.39766881579	3894.665709804168	6719.484337765044	15103.03118075926	17093.897140416277	4416.655831531497	8307.60480428445	10159.117084160893	9013.487928405764	18028.17322161104	19164.69136456842	9335.13457534007	3925.042838521692
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	4565.073045507724	3161.8657851136336	2679.434868002837	3915.013910602392	4699.147764847651	3708.2036345897855	1968.494342070907	1637.411531693746	964.9511314294386	5572.9201157285615	4959.54015511395	1894.1227542241177	4395.5287426007535	2391.1377384045286	4577.173179635823	5388.582768893235	3739.3466511881466	2995.360651926144	1290.1010828647206
PWY-5392	reductive TCA cycle II	1.3836779592561246	0.0	0.0	21.313270350228606	29.103064101629244	10.556883213356544	0.0023647053873767	9.40864592216658	12.475798612142304	109.3966147352228	3.437430032924674	0.0005722599200303	3.2458387074731466e-05	366.4155381035278	2.2083929138521343	16.67051708449404	282.6150928211155	0.9858295484955852	0.0027413902476744
PWY-5415	catechol degradation I (meta-cleavage pathway)	5966.056552205676	1610.3813160578875	2806.1085053872016	6311.94014542873	2464.902098361933	3153.874887663867	296.54029382755897	1399.2040763695315	1287.2498133683143	920.7516961174432	920.9727630897554	1388.6576790257466	591.0338168297051	2055.7554931605086	3977.209811292608	7837.295889549523	6546.180041513926	450.7054381385673	1216.0057927088988
PWY-5417	catechol degradation III (ortho-cleavage pathway)	2525.170943941009	844.0963204702631	586.7420182255507	957.8313595410634	832.2103580185512	1380.750853567861	113.10446288811592	587.7743708015629	1100.422899614473	40.83966489846132	8.702737867830963	1408.0255260773276	47.23959149178408	2902.823918722681	976.1377587818636	5846.60590973398	3589.8903463422203	42.84208472846862	1093.51384848074
PWY-5419	catechol degradation to 2-oxopent-4-enoate II	7618.897308166028	1446.7738940452052	2402.765635641768	8926.59662707168	2491.940563482133	3080.140821637357	107.98241584763969	865.9529223418879	704.0329223680436	197.03131262824587	395.2112307165687	263.8572844045384	4.438903825558652	1951.6003408794409	1840.842842697085	5103.352273741758	5848.739034552039	10.040616837335756	304.3029187698885
PWY-5420	catechol degradation II (meta-cleavage pathway)	7128.95728509859	1528.6090099775922	2640.1803340025863	7066.079940079402	2418.200506264107	3072.527763809672	160.6490988314	1046.5771304029074	858.3985132002472	311.9557252586889	621.2985069714321	409.6425304554836	7.736921795285116	1899.2271878754784	2533.2305250621957	6043.741118956058	6070.387618101806	17.43578021562101	453.33721801004793
PWY-5427	naphthalene degradation (aerobic)	0.0	0.0	0.0	5.439999999991234e-14	6.259999999989614e-13	0.0	0.0	0.0009739329269621	0.0	0.0	0.0	9.549541627446986e-07	0.0	0.0001276693042149	1.1749415406265518e-06	6.43814665975902e-07	2.5695920478965345e-05	0.0	0.0012636885801077
PWY-5430	meta cleavage pathway of aromatic compounds	4606.910592935175	870.8021090592298	1461.734830814635	2615.9195011818624	1541.5992487566991	2120.87937682914	121.23801025782812	790.6548413755944	704.8041009727502	40.61916408583222	18.292952046255945	501.09045674096353	8.784266337603214	1547.597379308853	1354.5580444713785	5238.883839843672	3857.596630851143	20.850157309290644	492.5081890576629
PWY-5431	aromatic compounds degradation via &beta;-ketoadipate	2525.170943941009	844.0963204702631	586.7420182255507	957.8313595410634	832.2103580185512	1380.750853567861	113.10446288811592	587.7743708015629	1100.422899614473	40.83966489846132	8.702737867830963	1408.0255260773276	47.23959149178408	2902.823918722681	976.1377587818636	5846.60590973398	3589.8903463422203	42.84208472846862	1093.51384848074
PWY-5484	glycolysis II (from fructose 6-phosphate)	21682.52864104275	11099.558604976515	13246.252367713443	21504.157838448653	16334.380165645029	22400.12494151392	3752.9422312202128	4469.442760947078	10127.092187965984	20847.242402368483	20282.232763874872	6412.290273755722	10875.361794105434	11395.333509826722	13582.709097267392	24561.03413209952	21513.74771124606	9803.69386451644	5235.327329333895
PWY-5499	vitamin B6 degradation	2.1236221035288643	0.0394838897688418	0.3220842843411906	0.7214971074702299	2.028647410119305	1.5646437240495183	0.3016091486560407	18.10420744477002	1.9447534346887316	0.3340968533539761	0.1585835335514918	12.40126135467804	0.0	13.78400753306194	31.353895416833197	7.540801622247738	46.75864048345078	0.0	2.8638760161605936
PWY-5505	L-glutamate and L-glutamine biosynthesis	13268.23740277547	6726.042348575397	5739.65780425141	14121.9040062926	7791.926059117342	6322.899712214615	2324.3614708087784	2821.682951933178	7370.086925440646	11177.302446816042	9002.568094508155	4822.490732752403	7003.80938038251	10296.529787033343	6117.756149427305	13512.913570559658	12851.669564033553	2986.8603857375174	3432.301092294247
PWY-5507	adenosylcobalamin biosynthesis I (early cobalt insertion)	1171.5763022480205	1967.2587840903427	1070.1187229922214	2229.502157697616	2913.183903596366	1188.1566297038785	432.4609610047998	876.7005056877875	1609.5440458807352	591.2843217734686	3529.364873641833	987.96216845682	686.8408206679712	745.4568380969049	3088.108849234371	479.733959795222	2689.8378130333067	314.8294771643947	1357.9123771306363
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	5598.435551854043	6204.365362513785	6608.146352760864	14707.663774497092	6239.385789317556	9087.51008363835	2439.873446160888	2637.6964125877885	6150.423730026242	14123.163045444378	15386.029412014825	3048.581589639441	9539.239286978163	3958.2501842992183	6998.978684917892	22563.80044818171	8222.244890162581	10198.579040416633	3040.255178864352
PWY-5519	D-arabinose degradation III	0.1270427750405073	0.2269162974211774	1.3729125099022623	0.0315887345116718	1.5839968346618858	0.2744256493422674	0.0	1.294395710569915	0.0664857854407983	0.0	0.0126040525944455	9.671654444501828e-05	2.9776525354224344e-05	0.6544296277395248	0.1061112518407801	6.295189291152874	1.4033793175755696	0.0	0.0761140818534817
PWY-5529	superpathway of bacteriochlorophyll a biosynthesis	560.0710512021005	67.3617626578983	236.03866438306872	56.51202715450405	228.2353525565075	147.74094970297935	20.51830305724778	392.46614615886034	64.42479962071278	0.5420891977347796	0.0217374749589903	321.7915429225101	3.98237151900816	1312.3511573697456	18.47218223016284	2836.647211681825	729.5462209590577	0.0063315359533347	123.77894588454176
